location,lat,lon,entry,ratingDate,rating,sentiment,reviewertitel
,???,???,"
You can walk to the special train station for the train to mount Etna. It makes for a very pleasant day outing. We stopped at a little town and walked around, then returned by a different train that took us near the bus station. We walked back to our hotel from the bus station.
","Reviewed May 27, 2012
",5.0,0.203829365079,Contributor
"Bristol, United Kingdom",51.454513,-2.58791,"
On our last day on the island we went to Etna, and it was the best day of the holiday. We went on a monday, on quite a cool day (for Sicily anyway) and it was really quiet. All the way up to the base camp type area at the south side we had spectacular views. Once parked up we found craters to walk around and buses selling flavoured honey with the sellers giving out lots of free samples. There were many souvenir huts which pretty much sold exactly the same goods in each shop. Since it was so windy the cable cars were out of operation and we took vehicles the whole way which minibuses crossed with jeeps, and a lot of fun (although crazy exspensive, over 100 euros for the two of us!!) We were meant to have a guide at the top but it was so windy it was kicking up a sandstorm outside and we couldn't even open our eyes so pretty much stayed inside the bus which was a bit of a let down, but that couldn't be helped. It was beautiful and worth the money as a one-off experience. If the weather was calmer I would consider hiking the upper part of the journey.
","Reviewed May 20, 2012
",5.0,0.177747584541,Contributor
"Zurich, Switzerland",???,???,"
We had a great afternoon on the slopes of mount Etna. The views are fantastic. The multicoloured volcanic rocks are very beautiful. We took the gondola up and then walked up a little, we really felt the altitude, and so did the kids (both asleep in the car after running around at 2'500m). The crater nearest to the car park is easy to reach and fascinating, you can go inside it and walk around the rim. It was cold, about 10'C in mid May. Yes the gondola is not cheap but comparable to other mountains in Europe.
","Reviewed May 18, 2012
",5.0,0.256439393939,Senior Reviewer
"Huntington Beach, California",???,???,"
The tour bus drove up to about 2000 meters. The site attracts many tourists. You can walk up 2 craters which are close to the bus parking lot. It was windy. I had very little interest in hiking up any further. There is a ski lift if you want to get higher without hiking.
","Reviewed May 17, 2012
",4.0,0.1265625,Top Contributor
"Atlanta, Georgia",33.7489954,-84.3879824,"
We boooked the Taormina tour on-line during a cruise stop in Messina. Although our expectations were low about visiting Sicily, it turned out to be the best day of the entire cruise due to the wonderful service provided by Sicily Limousine Services. Their guide Claudio picked the four of us up at the dock in a luxurious Mercedes mini-van and his excellent narration complemented the wonderful vistas of Taormina and its surroundings. All of this at a per person cost of half that of what the cruise line charged for a similar excursion with 40 other people on a bus.
","Reviewed May 17, 2012
",5.0,0.358333333333,no status
dublin,???,???,"
We went to taormine for our honeymoon at the start of may and decided to take a tour to mount Etna. We booked it in taormine at a local tour office and paid 34euros each. We met at the local bus terminal at 8am and took our place on the bus. We stopped on the way to a house which had been spared from one of the lava flows by just 3meters! it was amazing to see how close it came to destroying the house. There was lovely honey being sold from 6euro upwards. Next stop was mount Etna, as we approached the parking spot our guide informed us that that was as far as they go and its now up to us if we wanted to spend more money reaching the top. It was 32.50euro per person to get on the cable car to bring us up to the next level and then a further 32.50euro per person to get to the next level in a truck so that's nearly 200euro for two people to go to the top of mount Etna, Im making you all aware that when you pay for your trip it only gets you to the parking place on mount Etna. There are two craters for you to see on that level but really when we booked the trip we taught it ment a trip to mount Etna and not just to a parking level. We where given a voucher for the restaurant of choice by the tour guide with a small discount but found the food wasn't great and quite expensive we actually got more value for money at a different one on site with out a discount.
","Reviewed May 15, 2012
",4.0,0.157142857143,Reviewer
Norfolk,???,???,"
We were on a cruise and this was an excursion. We were picked up from port and took about 2 hours to reach Etna. You could see Mount Etna from quite some way and she was gently smoking. She had errupted 2 weeks prior to our visit. Once there we went round some of the craters that had been made by erruptions, these are huge. The views from here are lovely. We had a great guide who was from the village below Etna and his knowledge was amazing. He explained that Etna had never killed anyone. It is a strange place as it it warm but there is still alot of snow. This is really worth a visit and you need to try the Force of volcano liqueor 50% vol!!!!! We went with our little boy 6 years old and he really enjoyed the visit and was really pleased to take his little lava rocks home to show his friends.
","Reviewed May 15, 2012
",5.0,0.344827473958,Senior Reviewer
"London, United Kingdom",51.5112139,-0.1198244,"
We did a day tour with Etna Tours and it was fantastic. Pretty exhausting as we had lots of climbing to do, but well worth it if you have a guide that is knowledgable like ours!
","Reviewed May 15, 2012
",5.0,0.395833333333,Senior Contributor
Barcelona,41.3850639,2.1734035,"
you go up in trucks with other people. can be cold and windy but great experience.
","Reviewed May 13, 2012
",4.0,0.025,Top Contributor
"Rochester, New York",43.16103,-77.6109219,"
When we got to the top of Mt Etna, our tour guide said &quot;welcome to the moon.&quot; It was a breath-taking experience. From walking around the crater at the top, to seeing old houses covered by lava and ask - expensive (55 euro) and worth it
","Reviewed May 13, 2012
",5.0,0.18,Senior Contributor
"roma, italia",???,???,"
I had been to Sicily several times without visiting Mt Etna.. very glad that I finally made it. The trip is fantastic, the views are incredible, and the tour at the top really enjoyable. In general, the facilities at the top and at the base are fairly primitive... we had planned having lunch after our trip, but there were only extremely crowded tourist buffet places, so we drove to a town at the base and had a great lunch.
","Reviewed May 13, 2012
",4.0,0.266666666667,Top Contributor
Malta,35.937496,14.375416,"
We took a tour of etna, went into underground caves very nice and enjoyed it. later we went walking up to the top, great view.
","Reviewed May 10, 2012
",5.0,0.516,no status
newton,42.3370413,-71.2092214,"
We drove to Refugio sapienza and took the funicular up to the top. We were met at the top with a jeep which drove us to the craters and then a guide took us out on to the craters for about 40 minutes. It was amazing.
","Reviewed May 8, 2012
",5.0,0.533333333333,Senior Contributor
Northumberland,???,???,"
Visited in April 2012 and was truly amazed at the fact that there was a ski lift and ski resort.<br />Enjoyed a walk around one of the craters with a knowledgeable volcanologist.<br />There are plenty of restaurants and cafes at the ski resort and the drive to the resort area is interesting
","Reviewed May 8, 2012
",5.0,0.5,Senior Contributor
"Windsor, Canada",42.279609,-83.0085329,"
Amazing, the oranges, the people, the smell and the beauty of the surrounding small towns. A must to see if you are in the area
","Reviewed April 28, 2012
",5.0,0.175,Senior Contributor
basingstoke,51.262551,-1.093609,"
definitely worth going to Etna!<br />I would advise to take the cable car to the top as the views are amazing and you can trek a bit further.<br />Going on a tour will help with the history of Etna and also we went into a lava cave which we would never do alone!
","Reviewed April 28, 2012
",5.0,0.708333333333,Senior Reviewer
"Hong Kong, China",???,???,"
We joined a last minute Etna tour. We paid 40 euros per person. We were taken into a cave and up onto Mount Etna. It was amazing. It was super windy when we were there. You need to wear your gloves, hat and some proper clothing and shoes. it was one of our highlights of our trip. You must check it out.
","Reviewed April 27, 2012
",5.0,0.233333333333,Contributor
"West Hartford CT, USA",???,???,"
knowledgeable eco guides explained the complexities of a volcano.
","Reviewed April 25, 2012
",5.0,0.0,Contributor
"Perth, Western Australia, Australia",???,???,"
Only place in the world where you can snow ski and swim in a warm ocean all in the same day. We drove up Mt Etna and loved it! Amazing views, easy to drive up and great activity!<br /><br />The volcano is one of the best things to see in Sicily.
","Reviewed April 22, 2012
",5.0,0.557291666667,Contributor
"Perth, Australia",???,???,"
Did a tour up to the volcano with Daniel from Excursions In Sicily. Walked to the top of a large crater and then a smaller one. As it was too windy to take the cable car to the higher point, went to see a lava tunnel and another look out in the forest area. <br />Take warm clothes and good walking shoes.<br />Would highly recommend the tour company, very professional and lots of interesting facts about the volcano.
","Reviewed April 18, 2012
",5.0,0.355535714286,Senior Contributor
London UK,51.5112139,-0.1198244,"
Worth a visit, you'll be amazed by the sights nature has provided. Wear proper shoes and take a coat, it's cold and windy up there.
","Reviewed April 15, 2012
",5.0,-0.1,Senior Reviewer
Stavanger,58.9699756,5.7331073,"
Nothing to think about, if you like trekking and nature, just go for it.
","Reviewed April 12, 2012
",5.0,0.0,Reviewer
"England, UK",???,???,"
A superb day with Danielle who looked after us and showed us the true Etna. A long, tiring but amazing day which was well worth the money.
","Reviewed April 8, 2012
",5.0,0.44,Contributor
"Balestrate, Italy",???,???,"
Awesome views from the top, huge lava fields were amazing to see.
","Reviewed April 5, 2012
",5.0,0.625,Reviewer
New England,43.9653889,-70.8226541,"
We took Etna Experience's full-day tour. The price was reasonable and the guide, Paolo, was extremely knowledge and had a great sense of humor. We stopped at a number of lava flows from various eruptions, and snow-shoed up toward the main crater. Lunch was a wine-tasting with delicious, plentiful antipasta. We learned so much and thoroughly enjoyed this once-in-a-lifetime experience. By the way, I believe Etna Experience's rates are the best at 59 euros, all inclusive.
","Reviewed April 3, 2012
",5.0,0.470833333333,Contributor
,???,???,"
Whilst on holiday in Malta about five years ago, I took the excursion to Sicily. I caught the early morning 'fastest ferry in the world' to Sicily, good crossing but all enclosed, no hiding up on the deck in case of sea sickness. Itravelled by coach to Mount Etna, the bus went up surprisingly far, to the shopping and Hotel complex being built there, already there were lots of souvenir shops and eateries of all descriptions. The views were amazing, sitting there in the blistering heat overlooking Sicily, a truly magical moment. The next place we stopped was Taormina. The little place is class personified, it was absolutely beautiful. There were lots of classy shops, and beautiful people walking about. I sat on the Plaza overlooking the med, so peaceful although there were street entertainers, and happy people clapping away and dancing to the musicians. Sadly only stayed there for a few hours, driving back, we watched as Mount Etna erupted, apparently, it erupts everyday, it was wonderful to see mother nature perform for us.
","Reviewed March 27, 2012
",4.0,0.272916666667,Senior Contributor
"Lincoln, United Kingdom",53.230688,-0.540579,"
Me and the boyfriend got the local bus to get to Mt. Etna. The weather wasn't too great because of it being October so it rained a fair bit (well it flooded parts of Catania) but we decided to go anyway because of it being the main reason for our visit! And it was soo fun! We had a great time!
","Reviewed March 12, 2012
",4.0,0.632378472222,Contributor
"Cheltenham, United Kingdom",51.902707,-2.0733607,"
Not ot be missed even just walking round Catania it is there but take the train that goes round Etna and some fabulous views Randazzo a one horse town at midday and some of cafe owners could try harder.
","Reviewed February 27, 2012
",5.0,-0.025,Senior Contributor
"Sliema, Malta",???,???,"
Cold and windy at the top, even in April, so dress warmly! The ride up was well worth it. There were small eruptions while I was there. Incredible.
","Reviewed February 26, 2012
",5.0,0.165,Senior Contributor
"Bergen, Norway",60.3912628,5.3220544,"
The open trail takes you to a viewing point, a nice hike up to a crater that will leave you covered in black dust from head to toe (comes off quickly when going for a swim afterwards). Or you do as the annoying hords of lazy tourist: go by noisy, speedy trucks. For a closer look at the vulcanoe, you need a registered guide. Good idea to check prizes and book in advance.
","Reviewed February 14, 2012
",3.0,0.00555555555556,Contributor
"Attard, Malta",35.8927778,14.4383333,"
unfortunately it snowed too much for us to go right up
","Reviewed February 13, 2012
",4.0,0.192857142857,Senior Contributor
Bethlehem PA,40.6259316,-75.3704579,"
Booked with EtnaExperience. com, full-day excursion.<br />Drove near top, hiked with snowshoes almost to the peak. You must be in GOOD shape to do this excursion. Lunch included,<br />spelunking inside a lava cave is just as exciting as climbing the mountain. The absolute highlight of my trip, and well worth the $100 a day.
","Reviewed February 6, 2012
",5.0,0.341666666667,Reviewer
"Windhoek, Namibia",-22.5589039,17.082481,"
Allow half day for the tour. Don't go by yourself by bus, take a guided tour. It's very interesting and you won't get tired. <br />If you're not into geology and history, it won't be very interesting for you.
","Reviewed February 6, 2012
",5.0,0.0888888888889,Top Contributor
Beijing,???,???,"
We were impressed with this tour. We were picked up at the hotel and then brought there (we used a tour company called Etna geo walks or Etna geo tours, or something like that...) We paid 110 Eur and had a private tour with a geologist, who occured to be a very professional tour leader as well.
","Reviewed February 1, 2012
",5.0,0.376666666667,Reviewer
"Brisbane, Australia",???,???,"
1 1/2 hour drive from Catania. Well worth it, even in winter. VERY cold and windy, but if you want snow, this is what you want. Erupts every 9 weeks or so (closes the airport) so be careful at these times. Good road up the mountain.
","Reviewed January 29, 2012
",5.0,0.0175,Top Contributor
"Moscow, Russia",???,???,"
Fantastic views, a must when is Sicily. Don't buy excursions, take your time - it's worth spending there more than 2 hours. <br />It's not necessary to bring special boots, or be guided by someone - go up by cable car &amp; range-rover and walk on your own
","Reviewed January 19, 2012
",5.0,0.359523809524,Senior Contributor
none,???,???,"
3 friends and I had a great trip with Sebastiano. We were visiting the area via a cruise and booked the tour ahead of our visit. He met us at the port and we first headed for Mt. Etna. Driving is a bit more assertive there than in my rural town but it didn't seem much different than what everyone was doing. We stopped in a small village to stretch our legs and for some photos. Then stopped at a honey store (which was surprisingly a great store - I brought some home, tremendous fruit creams). Got up to the top of the mountain - after driving through some terrible fog, it was beautifully clear at the top. Then stopped at Taormina on the way back - best cannoli ever, found some great ornaments as gifts for back home (all the stores visited shipped back to US). He had us back to the ship at the time we requested. It was a great day and a great value. I would recommend him and would use him again if I'm so lucky as to go back!
","Reviewed January 15, 2012
",5.0,0.297727272727,no status
"new york, NY",???,???,"
Mount Etna is a great day trip. Whether hiking or just driving close enough for pictures, it is a beautiful and well worth it trip.
","Reviewed January 13, 2012
",5.0,0.4875,Senior Contributor
"Puyallup, Washington",47.1853785,-122.2928974,"
We went on a hiking tour up. It was quite vigorous and I would consider myself indecent shape. So when planning your Etna trip consider the actual type of trip you will be doing. I know that there are trips up the mountain that involve less physical activity, but consider that the hiking is uphill and in rocky terrain. However, it really is a beautiful and amazing place to visit! Just be prepared and wear the appropriate shoes!
","Reviewed January 13, 2012
",5.0,0.342261904762,Top Contributor
"Worcester, Massachusetts",42.2625932,-71.8022934,"
The ride up to the Silvestre crater was very interesting--passing through various climates, beginning with sub tropical. Many, many old craters visible off in the distance as we gained height. Then a walk around one crater, with interesting plants that are the first to take root after an eruption. Magnificent views from the crater area.
","Reviewed January 9, 2012
",5.0,0.38125,Senior Contributor
London,???,???,"
May/June is the ideal time to visit Sicily as all the spring flowers are in bloom. On Etna you get a great variety and as you go higher different plants are in bloom. There are many good waymarked walks which are not too difficult - you vary the length according to ability. There is also the fascination of the different ages of lava flows with gradual re-colinisation by plants as the lava ages. <br />At this time of year the weather tends to be ideal for mountain walking - we tended to to only need T shirts and shorts although you would need a bit more if you went higher. You need proper footwear to walk on lava - new lava can be sharp! - but not all walks are on lava.<br />Views of Etna from anywhere around are impressive with often a hint of steam escaping ( and the everpresent chance of something more dramatic happening -see Jan. 2012) . Much of the walking is open - only a few trees - so the outward views especially on the seaward side are beautiful. You must have trekking poles, sun hats, sunscreen and water extra clothing, waterproofs as a minimum if you are walking seriously.<br />There is a mountain rescue service - they checked we were ok on an earlier visit after a thunderstorm ( that was in April).<br />The people were very friendly and you can generally get by without speaking Italian.<br />And of course you can stay at the sea and mix walking with beach pleasures - it takes less than an hour to drive to the start of most walks.<br />All in all a very nice place to visit.
","Reviewed January 7, 2012
",5.0,0.263925953079,Contributor
"Houston, Texas",29.7601927,-95.3693896,"
If you visit Mt Etna on a clear day, it would seem to be a fantastic time. Unfortunately, we day we went, the weather was terrible and our visibiliy was nearly zero. Though we got to see a few things, we could not capture the full scale of what we were seeing due to the intense fog and cloud cover. <br /><br />I would definitely recommend this excursion, but make sure the weather is going to be clear. If the weather calls for rain or clouds, work to reschedule. Also, if you do this visist through one of the excursion companies, you will need to be in good shape and there is a considerable amount of walking and the terrain can be a bit rough.
","Reviewed January 5, 2012
",4.0,0.075,Senior Contributor
"Thessaloniki, Greece",???,???,"
The best experience ever! Do it! Go on top with the busses, it is worthing any penny of it!
","Reviewed January 5, 2012
",5.0,0.8125,Contributor
"Huntington Beach, California",???,???,"
weather was to foggy to go to the top but we did visit some of the old craters and see 2001 lava flow.
","Reviewed January 2, 2012
",3.0,0.3,no status
"Brussels, Belgium",???,???,"
We can heartily recommend the guide services provided by Sicily Life, who arranged a half-day tour of Mount Aetna for us with Marcello Alba. In spite of bad weather, Marcello ensured we had an enjoyable experience learning about and seeing (as much as was visible) Mount Aetna and the impact it has had on its surrounding landscape. He was everything you would want in a guide, or indeed any travelling companion: knowledgeable, enthusiastic, adaptable, and generous. He loves the outdoors and will entertain you for hours with knowledgeable explanations of various natural phenomena and insights into Sicilian life and society. A wonderful guide!
","Reviewed January 1, 2012
",5.0,0.244047619048,no status
Warsaw,???,???,"
Etna volcano is great for trekking, biking, skiing and dining. Try the southern and the eastern slopes.
","Reviewed December 22, 2011
",5.0,0.4,Senior Contributor
"Hot Springs, Arkansas",34.5037004,-93.0551795,"
We arranged a shore excursion to Mt Etna from the Messina cruise port with Sicily Limousine Service (reviewed elsewhere on Trip Advisor), and had a great time. Unfortunately, it was a rainy day so visibility was limited, but Claudio, our driver, rearranged our schedule to maximize our sight seeing opportunities. The Silvestri craters were amazing, and the gift shop had some nice local items. We appreciated the convenience and safety of our guided tour in the wet weather. We also enjoyed our stops at Oro d'Etna in Zafferana Etnea for honey and olive oil tasting, at Antica dolceria dell' Etna for cannoli, and at Piazza Belvedere/Lookout Square for a view of beautiful Isolabella, as well as visits to Castlemola and Taormina. A perfect overview for our first visit to Sicily!
","Reviewed December 20, 2011
",5.0,0.440097402597,Top Contributor
Seattle Wa,47.6062095,-122.3320708,"
Had a great tour of the Godfather towns with Sicily Life. Alessandro, our driver/guide made our day very special. Would highly recomend Sicily Life.
","Reviewed December 19, 2011
",5.0,0.632142857143,Senior Reviewer
,???,???,"
Must go to visit Mount Etna and see the craters from different years.
","Reviewed December 14, 2011
",4.0,0.0,Senior Reviewer
"Brisbane, Australia",???,???,"
Fantastic just to drive up the mountain throught the changing scenery - becoming more lunar like and sinister as you approach the top. You will need to get a parking ticket from the nearby ticket office to leave in your car. Cable cars take visitors to near the top and special four wheel drive vehicles take you the rest of the way almost to top. The cable cars were not operating when it was time for us to come down due to high winds. The four wheel drives had to do double duty to take us down.It was incredibly cold at the top because of these winds and the tourists were happy to sit down on the volcanic gravel for fear of literally being blown over the side. Looking down into a live volcanic vent that had erupted in the last few days was definitely worth the minor discomfort though. The recent activity had coated the remaining snow with ash with some of the snow still peeking through. Definitely a highlight of the trip and recommended.
","Reviewed December 11, 2011
",5.0,0.142473593074,Top Contributor
"Milan, Italy",???,???,"
we attend a guided tour and visited a volcano tunnel /see the beautiful sunset on Mount Etna with great view!Although we didn't see the active lava layer, but it's still a great experience!
","Reviewed December 11, 2011
",5.0,0.670833333333,Reviewer
"Nottingham, United Kingdom",???,???,"
We were situated on the northern side of Mount Etna and so drove up the the highest point that you can by car, they have renewed the ski village there following the last eruption but there did not appear to be much for tourists, ( possibly between seasons.)<br />I spoke to someone who had just returned from the trip in the 4 wheeled drive vehicle, she said that although she had pre-paid the guide had demanded that she pay an extra fee for the guide!<br />Later in the week we tried the southern side of Etna as according to the map there was a cable car there which we thought might be less expensive, after a pleasant, but very rainy and cloudy drive around the base we finally arrived at the highest point for cars.<br />We were immediately approached by a man demanding euros for parking the car in the Etna car park, ( not the main car park which had a board with various parking prices on depending how long you intended to stay)<br />We went to the pay desk and were surprised by the high cost of the trip which for the cable car which took you so far, then the 4 x wheel drive and the costs for a guide, which was a compulsory 18 euros totalled almost 50 euros each, we had also been informed that this was to go to about 200 metres from the edge of the volcano. We decided against the trip as the weather was appalling and the cloud was surrounding the summit so we would not have been able to see much.<br />Whilst I was there a German couple with 2 children came to the pay desk and asked how much it would be for the children, they were told half price up to 7 years old but would not accept their word that he was only 7 ( as he was quite tall ) so they paid almost 175 euros <br />All in all we were disappointed in our holiday in Sicily, as Mount Etna was the main reason to go there, apart from the hotel, Feudo Vagliasindi near Randazzo, which was excellent, certainly on this side of the island much of the tourist trade is lost by lack of development of the area and the high cost of things.( some we believe were overcharging purposely )
","Reviewed December 9, 2011
",2.0,0.0345977011494,Senior Contributor
"London, United Kingdom",51.5112139,-0.1198244,"
Don\t miss to climb us to Etna, even during winter months! Panoramic views are unforgettable.
","Reviewed December 9, 2011
",5.0,0.8,no status
new jersey,40.0583238,???,???,"
My hustband and I along with four friends visited Rome, Sorrento and Sicily this past October. We visited Mt. Etna on a clear, beautiful day, and were impressed with the beauty and starkness of the environment. To reach the most impressive views, you must travel via shuttle bus and cable car, plan on a full day outing. Bring comfortable walking shoes, a camera, dress in layers and bring water. Along the trails, we observed the smoldering effects of volcanic activity and noted lady bugs! It was a memorable experience and a highlight of our trip, especially since Etna is one of the most actvie volcanoes in Europe and the highest mountain in Italy south of the Alps. As we were leaving the area, we saw a fox on the road. It came alongside our van and &quot;posed&quot; for pictures!
","Reviewed December 7, 2011
",5.0,0.489772727273,Senior Contributor
"Palermo, Italy",38.1156879,13.3612671,"
peccato!<br /><br />una storia che si ripete: tesori e valori affatto valorizzati, peggio traditi...paesaggi e natura affatto amati, costruzioni e mattoni!! abbandonati, zero attrazioni, sotto zero baite, osterie, rifugi degni.<br /><br />doloroso ma vero: un peccato capitale!
","Reviewed December 7, 2011
",2.0,0.0,Contributor
"Jerusalem, Israel",31.768319,35.21371,"
Even if you know, it gives another dimension to really see how this part of Sicily was created and how strong the nature is...and how fragile it is for the citizens here on a daily basis.
","Reviewed December 5, 2011
",5.0,0.108333333333,Senior Reviewer
"Carlentini, Italy",???,???,"
Great views of the Catania plane and Ionian Sea from up on the mountain. You can drive about half way up, then you can take a gondola up about half of the remain way up, and if you want to go higher, four wheel drive busses will take you right to the top. It is always much cooler as you go up than on the planes below, so dress accordingly.
","Reviewed December 2, 2011
",4.0,0.228911564626,Top Contributor
"Kuala Lumpur, Malaysia",???,???,"
We wanted to see Mount Etna whilst holidaying in Southern Sicily. We hired a car and drove to Rifugio Sapienza. This, incidentally is not on the GPS, so we had some difficulty initially. The signage can be sometimes confusing and perhaps the tourism authority could improve on this. The drive up itself was spectacular, with the changing landscape. As it was autumn, we saw the autumn leaves turning yellow interspersed with the greenery. Rifugio Sapienza itself is about 1,900 metres and beyond that one has to go up by cable car. We chose not to as there was a heavy cloud cover at the top. Etna is cold in November. So please come well prepared. [---]
","Reviewed November 29, 2011
",4.0,0.0,Top Contributor
"Leuven, Belgium",50.877571,4.704328,"
We went up on the cable way, starting at the Refugio Sapienza, continued on a half hour jeep drive. You arrive at 3000 meter, on the edge of a non active crater. The views are absolutely amazing! In stead of taking the jeep back down to the cable car, we did this on foot. Easy 1 hour walking.
","Reviewed November 20, 2011
",5.0,0.093253968254,Senior Contributor
"Dubrovnik, Croatia",42.6506652,18.0944232,"
If only I could see the eruption, even the smallest one!!! With lava going down the hills... Nothing, just a smoke. The Sicilian volcano is a real &quot;smoker&quot;. His circles of smoke are perfect and very interesting. Sometimes Etna makes smoke rings! <br />The landscape is beautiful and scary at the same time. I enjoyed every moment because it was my most extraordinary experience ever. I felt like I was on another planet. Everything is black and I could see thousands of ladybirds. How strange!?<br />The day after we left, Etna erupted, I was sorry that I just could not see it. I wondered how people are not afraid to live near active vulcano, they answer me that they do not have fear of the eruption as the earthquake that eruption causes. Recently, while Etna was preparing to erupt a devastating earthquake magnitude 7.3 hit eastern Turkey.<br />Anyway I loved it!
","Reviewed November 15, 2011
",5.0,0.0877765752766,Contributor
Adelaide,???,???,"
Did the 4 wheel drive morning tour which was great. Pickup at 9 and finish at 2.30
","Reviewed November 14, 2011
",5.0,0.8,Senior Contributor
"Quebec City, Canada",46.8032826,-71.242796,"
Marco was the best guide for that excursion!!!! <br />www.geoetnaexplorer.com<br />Go with him!!!! :)
","Reviewed November 12, 2011
",5.0,1.0,no status
"Bugibba, Malta",???,???,"
We went on the full day trip and it is an experienced not to be missed.
","Reviewed November 12, 2011
",5.0,0.575,Contributor
"Bucharest, Romania",???,???,"
The visit to the 2090 meter altitude is worth the ticket price (approx 60 euro per adult). Do not forget sunglasses and mountain shoes!
","Reviewed November 12, 2011
",5.0,0.25,Senior Reviewer
"Wilmington, North Carolina",34.2257255,-77.9447102,"
Others offer guidance on tour companies. I'd simply like to say that making the effort to visit Etna is very worthwhile. It's like being on the moon...with vegetation. Many of the plants, animals and insects you may see are unique to the area surrounding Etna. Be sure to have something warm to wear as you'll need it when the fog and mists swirl about. The restaurant at the parking area had good food at reasonable prices...and a warm fire in the hearth. Try the arancini...rice balls containing meat and sauce and cheese...coated with bread crumbs and deep fried.
","Reviewed November 11, 2011
",5.0,0.452777777778,Senior Contributor
"Norwich, United Kingdom",???,???,"
I went in a 4-wheel drive car, in company with the guide and a family. (I was the oldest member of the party, by quite a few years). We were taken to some absolutely brilliant places near to the different lava flows of recent years. The guide was informative and informed, answering my occasionally tricky geological questions without hesitation. We were unable to go above 2500m because of ongoing eruptions. But seeing the steam rising from the craters above us, an eagle in the distance, the fresh ash from recent eruptions, the house about 5 metres from the last big flow, and going down into a lave 'cave' - it was well worth every cent of the €50 that it cost.
","Reviewed November 9, 2011
",5.0,0.0531746031746,Senior Reviewer
"Cambridge, Canada",43.3616211,-80.3144276,"
This is the place to go for great pictures of the terrain and landscape with the light changing the colour of the surface of the ground depending on time of day. Very chilly up there but worthwhile seeing. Long windy road up. Was glad to finally get out of the vehicle.
","Reviewed November 8, 2011
",5.0,0.228333333333,Reviewer
Kfar Saba,32.178195,34.90761,"
Very unique experience. It's not every day you get the chance to climb an active volcano. We took the bus ride up and although its quite expensive it was worth it. Be sure to dress warm since the winds are fierce that far up.
","Reviewed November 4, 2011
",5.0,0.193452380952,Reviewer
"Silver Spring, Maryland",???,???,"
We were a group of 7 - we had a great time visiting places you cannot get to on a big tour bus. Our guide, Luca, was both entertaining and well informed. I highly recommend this tour.
","Reviewed November 4, 2011
",5.0,0.433333333333,Reviewer
"Toronto, Canada",43.653226,-79.3831843,"
Bus ride up to the tourist area is somewhat surreal when you see tons of lava that has spewed down the slopes, the vegetation, and how some palatial houses survived. Viewing the craters and walking around the area is just unbelievable; the clean crisp air, the aromas of grilled food being prepared in some of the local eateries, the majestic moutain so powerful and mighty and still so active after all these years.
","Reviewed November 3, 2011
",5.0,0.114197530864,Contributor
"Izmir, Turkey",38.41885,27.12872,"
I've been to Catania for 5 months with Erasmus student exchange program. Mt. Etna is an active volcano and occasionally it was exploding, we could see the lava going down from kilometers away on the street. Then we went up to the mountain as well! You use the cable lift to go up and it is exciting. Then you either climb up by foot or by a car that you pay for. We walked. It was very nice walk. As you get closer to hills, you hear the bubbling sounds and smoke. It is very exciting expecially when you know it is a very active volcano and could explode anytime :) It is number 1 attraction on whole Sicily in my opinion.
","Reviewed November 3, 2011
",5.0,0.266944444444,Top Contributor
Roeselare,???,???,"
This was one of the most impressive places we ever visited. The sight on the Mount Etna is fantastic, and when you visit the higher places on this mount you get a fantastic view on the region. Of course all the lava flows are most impressive as well.
","Reviewed November 1, 2011
",5.0,0.578571428571,Senior Contributor
London,???,???,"
If you are in the area, I would highly recommend taking an all day tour. And make sure to pay for the gondola and jeep tour all the way to the top. Great, surreal views! You can see all the hundreds of craters and get very close to them. The lava is warm to the touch. If you don't have warm clothes, you can rent a winter coat for EUR2 as well as hiking boots (but those are not essential, it's an easy walk).
","Reviewed October 31, 2011
",5.0,0.474537037037,Contributor
"Naples, Italy",???,???,"
We drove to the Finulave (tram that takes you to the top) but ended up not going up since it was overcast. Stopped on the way at a grocery store for prociutto and cheese and bread and wine and had a picnic...much better than the $$$ choices at the top!
","Reviewed October 25, 2011
",5.0,0.625,Senior Contributor
